abandoned,បោះបង់ចោល
email,អ៊ីមែល
emails,អ៊ីមែល
embassy,ស្ថានទូត
embedded,បង្កប់
emerald,ត្បូងមរកត
emergency,គ្រាអាសន្ន
emerging,លេចឡើង
emily,អេមីលី
eminem,អ៊ីមីន
emirates,សហរដ្ឋអេមីរ៉ាត
emission,ការចែកចាយឲ្យប្រើ
emissions,ការបំភាយឧស្ម័ន
emotional,អារម្មណ៍
emotions,អារម្មណ៍
emperor,អធិរាជ
emphasis,ការសង្កត់ធ្ងន់
empire,ចក្រភព
empirical,បទពិសោធន៍
employ,និយោជិត
employed,បានធ្វើការ
employee,បុគ្គលិក
employees,បុគ្គលិក
employer,និយោជក
employers,និយោជក
employment,ការងារ
empty,ទទេ
enable,បើក
enabled,បានបើកដំណើរការ
enables,បើក
enabling,អនុញ្ញាត
enclosed,ភ្ជាប់ជូន៖
enclosure,ឯកសារភ្ជាប់
encoding,បំលែង
encounter,ជួប
encountered,បានជួប
encourage,លើកទឹកចិត្ត
encouraged,លើកទឹកចិត្ត
encourages,លើកទឹកចិត្ត
encouraging,ការលើកទឹកចិត្ត
encryption,ការអ៊ីនគ្រីប
encyclopedia,សព្វវចនាធិប្បាយ
end,ចុង
endangered,គ្មានតទៅទៀតទេ
ended,បានបញ្ចប់
ending,ការបញ្ចប់
endless,គ្មានទីបញ្ចប់
endorsed,គាំទ្រ
endorsement,បដ្ឋិលេខ
ends,ចុង
enemies,សត្រូវ
enemy,សត្រូវ
energy,ថាមពល
enforcement,ការអនុវត្ត
engage,ចូលរួម
engaged,ភ្ជាប់ពាក្យ
engagement,ការចូលរួម
engaging,ចូលរួម
engine,ម៉ាស៊ីន
engineer,វិស្វករ
engineering,វិស្វកម្ម
engineers,វិស្វករ
engines,ម៉ាស៊ីន
england,អង់គ្លេស
english,អង់គ្លេស
enhance,លើកកំពស់
enhanced,ប្រសើរឡើង
enhancement,ការធ្វើឱ្យប្រសើរឡើង
enhancements,ការធ្វើឱ្យប្រសើរឡើង
enhancing,ការធ្វើឱ្យប្រសើរឡើង
enjoy,រីករាយ
enjoyed,រីករាយ
enjoying,រីករាយ
enlarge,ពង្រីក
enlargement,ការពង្រីក
enormous,ដ៏ធំសម្បើម
enough,គ្រប់គ្រាន់
enquiries,សំណួរ
enquiry,ការសាកសួរ
enrolled,បានចុះឈ្មោះ
enrollment,ការចុះឈ្មោះ
ensemble,ប្រជុំ
ensure,ធានា
ensures,ធានា
ensuring,ការធានា
enter,ចូល
entered,ចូល
entering,ចូល
enterprise,សហគ្រាស
enterprises,សហគ្រាស
enters,បញ្ចូល
entertaining,ការកម្សាន្ត
entertainment,ការកម្សាន្ត
entire,ទាំងមូល
entirely,ទាំងស្រុង
entities,អង្គភាព
entitled,មានសិទ្ធិ
entity,អង្គភាព
entrance,ច្រកចូល
entrepreneur,សហគ្រិន
entrepreneurs,សហគ្រិន
entries,ធាតុ
entry,ការចូល
envelope,ស្រោមសំបុត្រ
environment,បរិស្ថាន
environmental,បរិស្ថាន
environments,បរិស្ថាន
enzyme,អង់ស៊ីម
epic,រឿងព្រេងនិទាន
epinions,
episode,វគ្គ
episodes,ភាគ
epson,អេបសុន
equal,ស្មើ
equality,សមភាព
equally,ស្មើគ្នា
equation,សមីការ
equations,សមីការ
equilibrium,លំនឹង
equipment,ឧបករណ៍
equipped,បំពាក់
equity,សមធម៌
equivalent,សមមូល
era,សម័យ
ericsson,អេរិកសុន
erotic,មនោសញ្ចេតនា
erotica,ធ្វើឲ្យមានអារម្មណផ្លូវភេទ
error,កំហុស
escape,រត់គេចខ្លួន
escort,អ្នកអមដំណើរ
especially,ជាពិសេស
essay,អត្ថបទ
essays,អត្ថបទ
essence,ខ្លឹមសារ
essential,ចាំបាច់
essentially,សំខាន់
essentials,ដែលមានសារៈសំខាន់
essex,អេសសិច
establish,បង្កើត
established,បានបង្កើតឡើង
establishing,ការបង្កើត
establishment,គ្រឹះស្ថាន
estate,អចលនទ្រព្យ
estates,អចលនទ្រព្យ
estimate,ការប៉ាន់ប្រមាណ
estimated,ប៉ាន់ស្មាន
estimates,ការប៉ាន់ស្មាន
estimation,ការប៉ាន់ស្មាន
estonia,អេស្តូនី
eternal,អស់កល្បជានិច្ច
ethernet,អ៊ីសឺរណិត
ethical,ក្រមសីលធម៌
ethics,ក្រមសីលធម៌
ethiopia,អេត្យូពី
ethnic,ជនជាតិ
euro,អឺរ៉ូ
europe,អឺរ៉ុប
european,អឺរ៉ុប
euros,ប្រាក់អឺរ៉ូ
eval,វាយតម្លៃ
evaluate,វាយតំលៃ
evaluated,បានវាយតម្លៃ
evaluating,ការវាយតម្លៃ
evaluation,ការវាយតម្លៃ
evaluations,ការវាយតម្លៃ
evanescence,ការសាបសូន្យ
eve,យប់
even,សូម្បីតែ
evening,ល្ងាច
event,ព្រឹត្តិការណ៍
events,ព្រឹត្តិការណ៍
eventually,នៅទីបំផុត
ever,ធ្លាប់
every,រៀងរាល់
everybody,អ្នករាល់គ្នា
everyday,ជារៀងរាល់ថ្ងៃ
everyone,គ្រប់គ្នា
everything,អ្វីគ្រប់យ៉ាង
everywhere,គ្រប់កន្លែង
evidence,ភស្តុតាង
evident,ជាក់ស្តែង
evil,អាក្រក់
evolution,ការវិវត្តន៍
exact,ពិតប្រាកដ
exactly,ពិតប្រាកដ
exam,ការប្រឡង
examination,ការពិនិត្យ
examinations,ការប្រឡង
examinations,ការបពិនិត្យ
examine,ពិនិត្យ
examined,យើងបានពិនិត្យ
examines,ពិនិត្យ
examining,ការត្រួតពិនិត្យ
example,ឧទាហរណ៍
examples,ឧទាហរណ៍
exams,ការប្រឡង
exceed,លើស
excel,ឯកសារExcel
excellence,ឧត្តមភាព
excellent,ល្អឥតខ្ចោះ
except,លើកលែងតែ
exception,ករណីលើកលែង
exceptional,ពិសេស
exceptions,ករណីលើកលែង
excerpt,សម្រង់
excess,លើស
excessive,លើស
exchange,ដោះដូរ
exchanges,ការផ្លាស់ប្តូរ
excited,រំភើប
excitement,រំភើប
exciting,គួរឱ្យរំភើប
exclude,មិនរួមបញ្ចូល
excluded,មិនរាប់បញ្ចូល
excluding,មិនរាប់បញ្ចូល
exclusion,ការដក
exclusive,ផ្តាច់មុខ
exclusively,ជាក់លាក់
excuse,សូមអភ័យទោស
exec,ប្រតិបត្តិ
execute,ប្រតិបត្តិ
executed,បានប្រតិបត្តិ
execution,ការប្រតិបត្តិ
executive,នាយកប្រតិបត្តិ
executives,ប្រតិបត្តិករ
exempt,ត្រូវបានលើកលែង
exemption,ការលើកលែង
exercise,លំហាត់ប្រាណ
exercises,លំហាត់
exhaust,ផ្សែង
exhibit,ពិព័រណ៍
exhibition,ពិព័រណ៍
exhibitions,ការតាំងពិព័រណ៍
exhibits,ការបង្ហាញ
exist,មាន
existed,មាន
existence,អត្ថិភាព
existing,ដែលមានស្រាប់
exists,មាន
exit,ចេញ
exotic,អកុសល
exp,កាលបរិច្ឆេទ
expand,ពង្រីក
expanded,បានពង្រីក
expanding,កំពុងពង្រីក
expansion,ការពង្រីក
expansys,ពង្រីក
expect,រំពឹង
expectations,ការរំពឹងទុក
expected,រំពឹងទុក
expects,រំពឹងទុក
expedia,Expedia
expenditure,ការចំណាយ
expenditures,ការចំណាយ
expense,ចំណាយ
expenses,ការចំណាយ
expensive,ថ្លៃ
experience,បទពិសោធន៍
experienced,មានបទពិសោធន៍
experiences,បទពិសោធន៍
experiencing,កំពុងជួបប្រទះ
experiment,ពិសោធន៍
experimental,ពិសោធន៍
experiments,ការពិសោធន៍
expert,អ្នកជំនាញ
expertise,ជំនាញ
experts,អ្នកជំនាញ
expiration,ផុតកំណត់
expired,ផុតកំណត់
expires,ផុតកំណត់
explain,ពន្យល់
explained,បានពន្យល់
explaining,ពន្យល់
explains,ពន្យល់
explanation,ការពន្យល់
explicit,ជាក់ស្ដែង
explicitly,យ៉ាងជាក់លាក់
exploration,ការរុករក
explore,រុករក
explorer,អ្នករុករក
exploring,ការសែ្វងរក
explosion,ការផ្ទុះ
expo,ពិព័រណ៍
export,នាំចេញ
exports,នាំចេញ
exposed,លាតត្រដាង
exposure,ការប៉ះពាល់
express,បង្ហាញ
expressed,បានសម្តែង
expression,កន្សោម
expressions,ការបង្ហាញ
ext,ផ្នែកបន្ថែម
extend,ពង្រីក
extended,ពង្រីក
extending,កំពុងពង្រីក
extends,ពន្យា
extension,ផ្នែកបន្ថែម
extensions,ផ្នែកបន្ថែម
extensive,ទូលំទូលាយ
extent,វិសាលភាព
exterior,ផ្នែកខាងក្រៅ
external,ខាងក្រៅ
extra,បន្ថែម
extract,ស្រង់ចេញ
extraction,ការស្រង់ចេញ
extraordinary,បវិមាណ
extras,បន្ថែម
extreme,ខ្លាំង
extremely,យ៉ាងខ្លាំង
eye,ភ្នែក
eyes,ភ្នែក
fabric,ក្រណាត់
fabrics,ផលិតផល
fabulous,អស្ចារ្យ
face,មុខ
faced,ប្រឈមមុខ
faces,មុខ
facial,មុខ
facilitate,សម្រួល
facilities,គ្រឿងបរិក្ខារ
facility,គ្រឿងបរិក្ខារ
facing,ប្រឈមមុខ
fact,ការពិត
factor,កត្តា
factors,កត្តា
factory,រោងចក្រ
facts,អង្គហេតុ
faculty,មហាវិទ្យាល័យ
fail,បរាជ័យ
failed,បរាជ័យ
failing,មិនមាន
fails,បរាជ័យ
