roman,target,freq,freq_lang,category,status,notes
aa,អា!,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
braossat,ប្រោសសត្វ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brasakchak,ប្រាសចាក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brasatkompulbrampiruot,ប្រាសាទកំពូល៧រួត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
braschak,ប្រាសចាក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
braskrorjing,ប្រាសក្រជីង,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brasnireas,ប្រាសនិរាស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
braspreat,ប្រាសព្រាត់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brasrot,ប្រាសរត់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
bratephouk,ប្រាតិភោគ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
bratephoukphoandik,ប្រាតិភោគភណ្ឌិក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brayongkor,ប្រាយអង្ករ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
borechchagi,បរិច្ចាគី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
borechchagini,បរិច្ចាគិនី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
borehake,បរិហារកេរ្តិ៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brehchha,ប្រេះឆា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
breijeanhean,ប្រីជាញាណ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
bremavoan,ប្រេមវន្ត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
bremaka,ប្រេមាការ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
breman,ប្រេម័ន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
bremmi,ប្រេមីយ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
bremmiyapheab,ប្រេមិយភាព,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brengchha,ប្រេងឆា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brengchhov,ប្រេងឆៅ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brengdoung,ប្រេងដូង,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brengkat,ប្រេងកាត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brengkhyol,ប្រេងខ្យល់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brengkola,ប្រេងកូឡា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brengmasin,ប្រេងម៉ាស៊ីន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brengrumel,ប្រេងរំអិល,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brengsondaek,ប្រេងសណ្ដែក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brengsrol,ប្រេងស្រល់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brerkomlangbay,ប្រើកម្លាំងបាយ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brerlbich,ប្រើល្បិច,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brervokvi,ប្រើវក់វី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
boresaot,បរិសោធ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
boresaot,បរិសោធន៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
boresaottheaknakor,បរិសោធនករ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
bresaottheaknatthan,បរិសោធនដ្ឋាន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
bresbit,ប្រេស្ប៊ីត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
boresdam,បរិស្ដម្ភ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
boreset,បរិសិដ្ឋ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
boresetthakrouk,បរិសិដ្ឋរោគ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
bresetvisamanh,ប្រេសិតវិសាមញ្ញ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
borevasakttean,បរិវាសទាន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
borrevasab,បរិវារសព្ទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
breyamit,ប្រិយមិត្ត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
breyasab,ប្រិយសព្ទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
briebbray,ប្រៀបប្រាយ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
briebphtoem,ប្រៀបផ្ទឹម,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brienbrordav,ប្រៀនប្រដៅ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brobanoun,ប្រូប៉ាណូន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
broengbraeng,ប្រឹងប្រែង,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
broessthang,ប្រឹស្ឋាង្គ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
broethakpichaklakna,ប្រឹថពីចលនា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
broethakpidol,ប្រឹថពីតល,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
broethakpikambbaknat,ប្រឹថពីកម្បនាទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
broethakpiphubal,ប្រឹថពីភូបាល,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
broethakpivipheak,ប្រឹថពីវិភាគ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brokkrordeipheab,ប្រក្រតីភាព,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brokkrordeittin,ប្រក្រតីទិន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
bromas,ប្រូម៉ាស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
bronbron,ប្រុនៗ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brong,ហ្វ្រង្ក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brongbraeng,ប្រុងប្រែង,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brongbrieb,ប្រុងប្រៀប,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brongchamtae,ប្រុងចាំតែ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brongka,ប្រង់កា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
broraobbrorkiek,ប្រឱបប្រកៀក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
broraobprorruet,ប្រឱបព្ររឹត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brorbechbrorbaoch,ប្របិចប្របោច,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brorbos,ប្របុស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brorchakbrorkab,ប្រចាក់ប្រកាប់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brorchamjun,ប្រចាំជូន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brorchamka,ប្រចាំការ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brorchamyeam,ប្រចាំយាម,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brorchoan,ប្រច័ណ្ឌ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brorchobbrorchaeng,ប្រចុបប្រចែង,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brordabdai,ប្រដាប់ដៃ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brordabjerng,ប្រដាប់ជើង,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brordabkeb,ប្រដាប់កិប,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brordabphet,ប្រដាប់ភេទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brordaebrordav,ប្រដែប្រដៅ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brordalbrortob,ប្រដាល់ប្រតប់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
brordambrorttheak,ប្រដំប្រធាក់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
